idOrden;idProducto;cantidadDevuelta;fechaDevolucion;motivoDevolucion;resolucion
83310;5351;1;9/21/2006;Producto dañado o defectuoso;Intercambio por variante
67362;5572;1;9/22/2006;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
3428;10302;4;9/24/2006;Producto dañado o defectuoso;Intercambio por nuevos productos
31781;10075;3;9/24/2006;Producto o tamaño incorrecto;Crédito de la tienda
77914;9600;1;9/24/2006;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
32552;56;2;9/25/2006;Producto dañado o defectuoso;Crédito de la tienda
82588;1183;1;9/25/2006;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
82346;10258;9;9/27/2006;Producto dañado o defectuoso;Reembolso
78239;2355;1;9/29/2006;Producto o tamaño incorrecto;Crédito de la tienda
83730;4949;1;9/29/2006;Cambio de idea o insatisfacción personal;Reembolso
90633;2955;6;9/29/2006;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
35416;10293;3;10/1/2006;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
75825;160;1;10/1/2006;Producto dañado o defectuoso;Intercambio por nuevos productos
29741;8423;10;10/3/2006;Producto dañado o defectuoso;Intercambio por nuevos productos
77303;2868;6;10/5/2006;Cambio de idea o insatisfacción personal;Crédito de la tienda
66818;6009;3;10/6/2006;Cambio de idea o insatisfacción personal;Crédito de la tienda
17569;9939;2;10/7/2006;Producto o tamaño incorrecto;Intercambio por variante
28010;959;1;10/7/2006;Producto o tamaño incorrecto;Crédito de la tienda
89079;10470;1;10/7/2006;Cambio de idea o insatisfacción personal;Crédito de la tienda
38455;655;9;10/9/2006;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
35713;4805;5;10/10/2006;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
82824;5275;8;10/10/2006;Producto o tamaño incorrecto;Crédito de la tienda
92858;9530;2;10/11/2006;Producto dañado o defectuoso;Crédito de la tienda
19009;2260;9;10/12/2006;Cambio de idea o insatisfacción personal;Intercambio por variante
55686;867;4;10/14/2006;Producto dañado o defectuoso;Reembolso
3253;8822;2;10/15/2006;Producto dañado o defectuoso;Reembolso
60639;8640;2;10/19/2006;Producto dañado o defectuoso;Intercambio por variante
87127;5736;1;10/20/2006;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
1397;6337;12;10/21/2006;Producto o tamaño incorrecto;Intercambio por variante
40926;4503;1;10/22/2006;Producto dañado o defectuoso;Intercambio por nuevos productos
51335;711;2;10/23/2006;Producto dañado o defectuoso;Intercambio por nuevos productos
97315;1058;2;10/23/2006;Producto o tamaño incorrecto;Reembolso
5529;2057;1;10/26/2006;Producto o tamaño incorrecto;Intercambio por variante
80079;2827;5;10/27/2006;Cambio de idea o insatisfacción personal;Intercambio por variante
97961;10464;2;10/27/2006;Producto dañado o defectuoso;Reembolso
40794;4816;6;10/28/2006;Producto o tamaño incorrecto;Intercambio por variante
68465;3025;5;10/28/2006;Cambio de idea o insatisfacción personal;Intercambio por variante
31369;6379;1;10/29/2006;Producto o tamaño incorrecto;Reembolso
23497;10365;1;10/30/2006;Producto o tamaño incorrecto;Intercambio por variante
68135;2677;3;11/1/2006;Producto dañado o defectuoso;Crédito de la tienda
31703;3333;9;11/2/2006;Producto o tamaño incorrecto;Intercambio por nuevos productos
77510;10470;5;11/2/2006;Producto o tamaño incorrecto;Crédito de la tienda
97961;5412;3;11/2/2006;Cambio de idea o insatisfacción personal;Intercambio por variante
82461;10373;2;11/3/2006;Cambio de idea o insatisfacción personal;Reembolso
25147;9702;1;11/5/2006;Producto o tamaño incorrecto;Intercambio por nuevos productos
87760;206;4;11/5/2006;Producto o tamaño incorrecto;Intercambio por variante
87760;7131;2;11/6/2006;Producto dañado o defectuoso;Intercambio por variante
30263;210;1;11/7/2006;Cambio de idea o insatisfacción personal;Intercambio por variante
58853;4738;2;11/7/2006;Producto o tamaño incorrecto;Intercambio por variante
28443;2499;3;11/8/2006;Cambio de idea o insatisfacción personal;Reembolso
53417;7719;6;11/8/2006;Producto dañado o defectuoso;Crédito de la tienda
16798;10358;5;11/9/2006;Cambio de idea o insatisfacción personal;Crédito de la tienda
62478;9397;6;11/9/2006;Cambio de idea o insatisfacción personal;Intercambio por variante
491;6875;4;11/10/2006;Producto dañado o defectuoso;Crédito de la tienda
1397;3251;3;11/10/2006;Producto o tamaño incorrecto;Reembolso
67575;4370;8;11/10/2006;Producto dañado o defectuoso;Intercambio por variante
91421;964;2;11/10/2006;Producto dañado o defectuoso;Intercambio por nuevos productos
21247;1334;1;11/11/2006;Producto dañado o defectuoso;Crédito de la tienda
89596;1729;1;11/11/2006;Producto o tamaño incorrecto;Reembolso
95985;8440;2;11/11/2006;Producto dañado o defectuoso;Intercambio por variante
9085;10480;2;11/12/2006;Producto o tamaño incorrecto;Reembolso
53417;10424;7;11/13/2006;Producto o tamaño incorrecto;Crédito de la tienda
31931;771;8;11/14/2006;Cambio de idea o insatisfacción personal;Reembolso
41109;10532;4;11/14/2006;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
56104;1488;6;11/14/2006;Producto dañado o defectuoso;Reembolso
86102;6352;1;11/14/2006;Producto o tamaño incorrecto;Intercambio por nuevos productos
88546;10512;1;11/14/2006;Producto dañado o defectuoso;Intercambio por nuevos productos
78728;10618;9;11/15/2006;Producto o tamaño incorrecto;Crédito de la tienda
95985;4956;1;11/15/2006;Producto dañado o defectuoso;Intercambio por nuevos productos
39371;1515;2;11/16/2006;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
93770;2117;7;11/16/2006;Producto o tamaño incorrecto;Intercambio por nuevos productos
68465;2129;2;11/17/2006;Producto dañado o defectuoso;Intercambio por nuevos productos
36321;10530;5;11/18/2006;Producto o tamaño incorrecto;Crédito de la tienda
27934;4674;2;11/20/2006;Producto o tamaño incorrecto;Intercambio por nuevos productos
30237;4667;6;11/20/2006;Producto dañado o defectuoso;Intercambio por nuevos productos
99201;9467;4;11/20/2006;Producto o tamaño incorrecto;Intercambio por variante
25147;10676;4;11/21/2006;Producto o tamaño incorrecto;Intercambio por variante
34311;600;1;11/21/2006;Producto dañado o defectuoso;Intercambio por variante
67575;7080;1;11/21/2006;Producto dañado o defectuoso;Reembolso
73662;4446;9;11/21/2006;Cambio de idea o insatisfacción personal;Crédito de la tienda
99325;9868;1;11/22/2006;Producto o tamaño incorrecto;Intercambio por variante
23991;1093;7;11/23/2006;Producto dañado o defectuoso;Intercambio por variante
94388;8959;11;11/24/2006;Cambio de idea o insatisfacción personal;Reembolso
16957;2786;8;11/25/2006;Cambio de idea o insatisfacción personal;Crédito de la tienda
87760;6006;1;11/25/2006;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
43319;10346;3;11/26/2006;Cambio de idea o insatisfacción personal;Crédito de la tienda
52851;2513;4;11/27/2006;Cambio de idea o insatisfacción personal;Intercambio por variante
75847;10414;5;11/27/2006;Producto dañado o defectuoso;Reembolso
14342;5961;1;11/28/2006;Cambio de idea o insatisfacción personal;Crédito de la tienda
21247;5689;8;11/28/2006;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
90294;5072;5;11/28/2006;Cambio de idea o insatisfacción personal;Crédito de la tienda
11845;3162;7;11/29/2006;Producto dañado o defectuoso;Reembolso
29937;9379;4;11/29/2006;Producto dañado o defectuoso;Crédito de la tienda
39419;5871;8;12/1/2006;Producto o tamaño incorrecto;Reembolso
66927;9153;5;12/1/2006;Producto dañado o defectuoso;Intercambio por nuevos productos
83795;7978;1;12/1/2006;Producto dañado o defectuoso;Intercambio por nuevos productos
91475;1399;11;12/1/2006;Producto dañado o defectuoso;Intercambio por variante
16883;8855;2;12/2/2006;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
56525;10708;2;12/2/2006;Producto o tamaño incorrecto;Reembolso
23327;9018;11;12/3/2006;Producto dañado o defectuoso;Reembolso
72702;3022;1;12/5/2006;Producto o tamaño incorrecto;Intercambio por variante
97273;3196;5;12/5/2006;Producto dañado o defectuoso;Intercambio por nuevos productos
25535;6862;5;12/6/2006;Producto o tamaño incorrecto;Intercambio por nuevos productos
53426;9840;1;12/8/2006;Producto o tamaño incorrecto;Crédito de la tienda
78170;836;6;12/8/2006;Producto dañado o defectuoso;Reembolso
2890;10723;3;12/10/2006;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
28457;7961;1;12/11/2006;Cambio de idea o insatisfacción personal;Intercambio por variante
23327;1560;3;12/12/2006;Producto o tamaño incorrecto;Reembolso
67884;10679;1;12/12/2006;Producto dañado o defectuoso;Intercambio por variante
15522;6437;3;12/15/2006;Producto o tamaño incorrecto;Reembolso
16879;818;5;12/15/2006;Producto o tamaño incorrecto;Reembolso
76441;10505;4;12/16/2006;Producto dañado o defectuoso;Crédito de la tienda
90294;10770;4;12/17/2006;Producto dañado o defectuoso;Intercambio por variante
94587;7737;12;12/17/2006;Producto dañado o defectuoso;Intercambio por nuevos productos
6407;10747;3;12/18/2006;Producto o tamaño incorrecto;Intercambio por nuevos productos
12560;10492;1;12/19/2006;Producto o tamaño incorrecto;Intercambio por nuevos productos
23392;10736;2;12/19/2006;Producto dañado o defectuoso;Reembolso
58585;1238;3;12/19/2006;Cambio de idea o insatisfacción personal;Crédito de la tienda
67316;4316;5;12/20/2006;Cambio de idea o insatisfacción personal;Crédito de la tienda
100002;4548;9;12/21/2006;Cambio de idea o insatisfacción personal;Reembolso
51777;10538;1;12/22/2006;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
57336;8075;2;12/22/2006;Producto dañado o defectuoso;Intercambio por variante
94383;3623;3;12/22/2006;Producto o tamaño incorrecto;Intercambio por variante
15345;5876;9;12/23/2006;Producto dañado o defectuoso;Intercambio por variante
93982;1629;1;12/23/2006;Producto dañado o defectuoso;Reembolso
94587;10725;1;12/23/2006;Producto o tamaño incorrecto;Intercambio por variante
55547;8543;1;12/24/2006;Producto dañado o defectuoso;Reembolso
68968;10709;4;12/24/2006;Producto dañado o defectuoso;Intercambio por nuevos productos
96284;941;1;12/24/2006;Producto o tamaño incorrecto;Intercambio por nuevos productos
98528;6454;1;12/24/2006;Producto o tamaño incorrecto;Intercambio por variante
70931;9434;9;12/25/2006;Cambio de idea o insatisfacción personal;Intercambio por variante
77257;10700;5;12/25/2006;Cambio de idea o insatisfacción personal;Reembolso
39386;233;9;12/26/2006;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
12593;6862;1;12/27/2006;Producto dañado o defectuoso;Crédito de la tienda
72354;5489;4;12/28/2006;Producto dañado o defectuoso;Crédito de la tienda
21241;10769;3;12/29/2006;Producto dañado o defectuoso;Crédito de la tienda
56986;10765;4;12/29/2006;Producto dañado o defectuoso;Intercambio por variante
11327;4185;1;12/30/2006;Producto o tamaño incorrecto;Intercambio por nuevos productos
14523;3678;7;12/30/2006;Producto o tamaño incorrecto;Intercambio por variante
98528;2794;2;12/30/2006;Producto o tamaño incorrecto;Reembolso
32606;1435;6;12/31/2006;Cambio de idea o insatisfacción personal;Reembolso
18940;10653;3;1/1/2007;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
84172;10765;4;1/1/2007;Producto dañado o defectuoso;Intercambio por variante
100002;103;3;1/2/2007;Producto o tamaño incorrecto;Reembolso
47044;3617;5;1/3/2007;Producto o tamaño incorrecto;Reembolso
26520;10745;2;1/5/2007;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
60571;2430;9;1/8/2007;Cambio de idea o insatisfacción personal;Reembolso
73179;10802;1;1/8/2007;Producto dañado o defectuoso;Reembolso
97615;3403;3;1/8/2007;Cambio de idea o insatisfacción personal;Intercambio por variante
48385;8569;8;1/9/2007;Producto dañado o defectuoso;Crédito de la tienda
85735;5426;2;1/10/2007;Producto o tamaño incorrecto;Intercambio por variante
61429;2590;1;1/13/2007;Cambio de idea o insatisfacción personal;Intercambio por variante
92573;10967;2;1/13/2007;Producto dañado o defectuoso;Reembolso
8188;9692;2;1/14/2007;Producto dañado o defectuoso;Crédito de la tienda
92573;208;7;1/14/2007;Producto o tamaño incorrecto;Intercambio por variante
66535;5572;2;1/15/2007;Producto dañado o defectuoso;Intercambio por nuevos productos
98839;1459;2;1/15/2007;Cambio de idea o insatisfacción personal;Intercambio por variante
27237;1526;2;1/16/2007;Producto o tamaño incorrecto;Crédito de la tienda
37146;10962;4;1/16/2007;Producto o tamaño incorrecto;Crédito de la tienda
11735;5130;2;1/17/2007;Cambio de idea o insatisfacción personal;Intercambio por variante
36109;8134;1;1/19/2007;Producto dañado o defectuoso;Crédito de la tienda
87459;7437;1;1/19/2007;Producto dañado o defectuoso;Intercambio por variante
92573;5551;5;1/19/2007;Producto dañado o defectuoso;Reembolso
94482;1147;1;1/19/2007;Producto o tamaño incorrecto;Intercambio por nuevos productos
98374;5464;3;1/19/2007;Producto dañado o defectuoso;Intercambio por variante
37361;3334;7;1/20/2007;Producto o tamaño incorrecto;Reembolso
39671;463;8;1/20/2007;Cambio de idea o insatisfacción personal;Reembolso
41438;8353;1;1/20/2007;Producto dañado o defectuoso;Reembolso
55120;8220;1;1/20/2007;Producto dañado o defectuoso;Crédito de la tienda
92102;8238;3;1/21/2007;Producto dañado o defectuoso;Intercambio por nuevos productos
65035;4056;3;1/22/2007;Producto o tamaño incorrecto;Intercambio por nuevos productos
23390;4998;5;1/23/2007;Producto o tamaño incorrecto;Crédito de la tienda
28303;6501;8;1/23/2007;Producto o tamaño incorrecto;Intercambio por variante
28641;10726;1;1/24/2007;Producto dañado o defectuoso;Reembolso
16110;1345;8;1/25/2007;Producto dañado o defectuoso;Crédito de la tienda
49514;3197;1;1/25/2007;Producto dañado o defectuoso;Reembolso
67832;11006;1;1/26/2007;Cambio de idea o insatisfacción personal;Crédito de la tienda
82282;10799;2;1/28/2007;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
23230;10899;3;1/30/2007;Cambio de idea o insatisfacción personal;Intercambio por variante
54994;10770;1;1/31/2007;Producto dañado o defectuoso;Intercambio por variante
615;8246;2;2/1/2007;Producto dañado o defectuoso;Intercambio por variante
1165;9171;5;2/1/2007;Producto dañado o defectuoso;Crédito de la tienda
10027;6112;8;2/2/2007;Producto o tamaño incorrecto;Crédito de la tienda
65988;1260;9;2/2/2007;Cambio de idea o insatisfacción personal;Intercambio por variante
98471;10743;2;2/2/2007;Producto dañado o defectuoso;Intercambio por nuevos productos
78664;10760;1;2/4/2007;Cambio de idea o insatisfacción personal;Reembolso
53555;1920;3;2/5/2007;Producto dañado o defectuoso;Crédito de la tienda
89915;10034;1;2/5/2007;Cambio de idea o insatisfacción personal;Crédito de la tienda
99928;8192;1;2/6/2007;Producto o tamaño incorrecto;Intercambio por variante
13994;8260;1;2/8/2007;Cambio de idea o insatisfacción personal;Reembolso
29730;11105;4;2/9/2007;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
56864;3866;1;2/11/2007;Producto dañado o defectuoso;Crédito de la tienda
62261;10497;4;2/11/2007;Producto dañado o defectuoso;Intercambio por variante
66079;2663;6;2/11/2007;Producto dañado o defectuoso;Intercambio por nuevos productos
89396;10816;3;2/11/2007;Producto o tamaño incorrecto;Intercambio por variante
23284;4431;1;2/12/2007;Producto dañado o defectuoso;Intercambio por variante
84074;3459;7;2/13/2007;Cambio de idea o insatisfacción personal;Reembolso
49963;3558;5;2/14/2007;Producto o tamaño incorrecto;Crédito de la tienda
50046;3183;8;2/15/2007;Producto o tamaño incorrecto;Reembolso
65826;8474;11;2/15/2007;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
22399;10735;4;2/18/2007;Producto dañado o defectuoso;Intercambio por variante
56239;11033;6;2/18/2007;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
58103;7663;1;2/18/2007;Producto o tamaño incorrecto;Crédito de la tienda
58990;10888;6;2/18/2007;Cambio de idea o insatisfacción personal;Intercambio por variante
50482;4737;3;2/19/2007;Producto dañado o defectuoso;Intercambio por nuevos productos
622;10958;2;2/20/2007;Producto o tamaño incorrecto;Intercambio por nuevos productos
52885;4138;6;2/20/2007;Producto o tamaño incorrecto;Crédito de la tienda
